battle_id	game	opponent	opp_perf	outcome	side	pgn_result	log
677518	1	NEXT NATION	2070	WIN	LEFT	1-0	battle_677518_g1_left.log
677484	1	역대급 물로켓	1970	WIN	RIGHT	0-1	battle_677484_g1_right.log
677330	1	돌	1940	WIN	RIGHT	0-1	battle_677330_g1_right.log
677400	1	모지리들	1780	WIN	RIGHT	0-1	battle_677400_g1_right.log
677499	1	윤호와 함께 춤을	1730	WIN	RIGHT	0-1	battle_677499_g1_right.log
677349	1	AI 바보들	1700	WIN	RIGHT	0-1	battle_677349_g1_right.log
677415	1	봇이지 뭐	1590	WIN	RIGHT	0-1	battle_677415_g1_right.log
677289	1	0262	1570	WIN	RIGHT	0-1	battle_677289_g1_right.log
677515	1	Decagrammaton	1510	WIN	LEFT	1-0	battle_677515_g1_left.log
677492	1	캥캥캥캥캥캥	1420	WIN	RIGHT	0-1	battle_677492_g1_right.log
677310	1	thanhchauns2	1370	WIN	RIGHT	0-1	battle_677310_g1_right.log
677516	1	DeepRed	1300	WIN	LEFT	1-0	battle_677516_g1_left.log
677465	1	Dorillas	1140	WIN	RIGHT	0-1	battle_677465_g1_right.log
677517	1	deepsick	1140	WIN	LEFT	1-0	battle_677517_g1_left.log
677429	1	예쁜 말 고운 말 - 1558	1120	WIN	RIGHT	0-1	battle_677429_g1_right.log
677505	1	Ferris	990	WIN	RIGHT	0-1	battle_677505_g1_right.log
677454	1	Re:Entropy	1820	DRAW	RIGHT	1/2-1/2	battle_677454_g1_right.log
677442	1	빔앤권	2260	LOSS	RIGHT	1-0	battle_677442_g1_right.log
677367	1	따뜻한밥상	2180	LOSS	RIGHT	1-0	battle_677367_g1_right.log
677475	1	고양이와 집사	2010	LOSS	RIGHT	1-0	battle_677475_g1_right.log
677510	1	C_4=K_{2,2}	1500	LOSS	RIGHT	1-0	battle_677510_g1_right.log
677384	1	안녕하세요민이입니다잘부탁드립니다	1450	LOSS	RIGHT	1-0	battle_677384_g1_right.log
