battle_id	game	opponent	opp_perf	outcome	side	pgn_result	log
677222	1	고양이와 집사	1960	WIN	RIGHT	0-1	battle_677222_g1_right.log
677201	1	Re:Entropy	1830	WIN	RIGHT	0-1	battle_677201_g1_right.log
677147	1	모지리들	1800	WIN	RIGHT	0-1	battle_677147_g1_right.log
677077	1	돌	1740	WIN	RIGHT	0-1	battle_677077_g1_right.log
677131	1	안녕하세요민이입니다잘부탁드립니다	1720	WIN	RIGHT	0-1	battle_677131_g1_right.log
677096	1	AI 바보들	1700	WIN	RIGHT	0-1	battle_677096_g1_right.log
677036	1	0262	1660	WIN	RIGHT	0-1	battle_677036_g1_right.log
677265	1	NEXT NATION	1650	WIN	LEFT	1-0	battle_677265_g1_left.log
677231	1	역대급 물로켓	1600	WIN	RIGHT	0-1	battle_677231_g1_right.log
677264	1	deepsick	1600	WIN	LEFT	1-0	battle_677264_g1_left.log
677262	1	Decagrammaton	1550	WIN	LEFT	1-0	battle_677262_g1_left.log
677263	1	DeepRed	1400	WIN	LEFT	1-0	battle_677263_g1_left.log
677057	1	thanhchauns2	1330	WIN	RIGHT	0-1	battle_677057_g1_right.log
677257	1	C_4=K_{2,2}	1220	WIN	RIGHT	0-1	battle_677257_g1_right.log
677252	1	Ferris	1110	WIN	RIGHT	0-1	battle_677252_g1_right.log
677239	1	캥캥캥캥캥캥	1040	WIN	RIGHT	0-1	battle_677239_g1_right.log
677176	1	예쁜 말 고운 말 - 1558	1040	WIN	RIGHT	0-1	battle_677176_g1_right.log
677212	1	Dorillas	590	WIN	RIGHT	0-1	battle_677212_g1_right.log
677189	1	빔앤권	2330	LOSS	RIGHT	1-0	battle_677189_g1_right.log
677114	1	따뜻한밥상	2150	LOSS	RIGHT	1-0	battle_677114_g1_right.log
677246	1	윤호와 함께 춤을	1940	LOSS	RIGHT	1-0	battle_677246_g1_right.log
677162	1	봇이지 뭐	1660	LOSS	RIGHT	1-0	battle_677162_g1_right.log
