battle_id	game	opponent	opp_perf	outcome	side	pgn_result	log
676969	1	고양이와 집사	1890	WIN	RIGHT	0-1	battle_676969_g1_right.log
676894	1	모지리들	1870	WIN	RIGHT	0-1	battle_676894_g1_right.log
676948	1	Re:Entropy	1830	WIN	RIGHT	0-1	battle_676948_g1_right.log
676978	1	역대급 물로켓	1780	WIN	RIGHT	0-1	battle_676978_g1_right.log
677012	1	NEXT NATION	1710	WIN	LEFT	1-0	battle_677012_g1_left.log
676909	1	봇이지 뭐	1670	WIN	RIGHT	0-1	battle_676909_g1_right.log
676843	1	AI 바보들	1670	WIN	RIGHT	0-1	battle_676843_g1_right.log
676783	1	0262	1640	WIN	RIGHT	0-1	battle_676783_g1_right.log
677009	1	Decagrammaton	1440	WIN	LEFT	1-0	battle_677009_g1_left.log
677004	1	C_4=K_{2,2}	1440	WIN	RIGHT	0-1	battle_677004_g1_right.log
676804	1	thanhchauns2	1250	WIN	RIGHT	0-1	battle_676804_g1_right.log
676878	1	안녕하세요민이입니다잘부탁드립니다	1220	WIN	RIGHT	0-1	battle_676878_g1_right.log
677011	1	deepsick	1180	WIN	LEFT	1-0	battle_677011_g1_left.log
676923	1	예쁜 말 고운 말 - 1558	1040	WIN	RIGHT	0-1	battle_676923_g1_right.log
676986	1	캥캥캥캥캥캥	930	WIN	RIGHT	0-1	battle_676986_g1_right.log
676999	1	Ferris	840	WIN	RIGHT	0-1	battle_676999_g1_right.log
677010	1	DeepRed	680	WIN	LEFT	1-0	battle_677010_g1_left.log
676959	1	Dorillas	620	WIN	RIGHT	0-1	battle_676959_g1_right.log
676993	1	윤호와 함께 춤을	2030	DRAW	RIGHT	1/2-1/2	battle_676993_g1_right.log
676824	1	돌	2130	LOSS	RIGHT	1-0	battle_676824_g1_right.log
676936	1	빔앤권	1990	LOSS	RIGHT	1-0	battle_676936_g1_right.log
676861	1	따뜻한밥상	1990	LOSS	RIGHT	1-0	battle_676861_g1_right.log
