game	seed	map	left	right	winner
1	923224556	181/17	inhyuk_v8	sr_reinf	sr_reinf
2	1812518731	183/15	sr_reinf	inhyuk_v8	sr_reinf
3	1414610334	185/13	inhyuk_v8	sr_reinf	inhyuk_v8
4	1414719404	187/17	sr_reinf	inhyuk_v8	sr_reinf
5	751812123	189/13	inhyuk_v8	sr_reinf	inhyuk_v8
6	22471205	191/17	sr_reinf	inhyuk_v8	inhyuk_v8
7	223226582	193/17	inhyuk_v8	sr_reinf	inhyuk_v8
8	40616159	195/17	sr_reinf	inhyuk_v8	inhyuk_v8
9	2959030521	197/17	inhyuk_v8	sr_reinf	inhyuk_v8
10	256964901	199/17	sr_reinf	inhyuk_v8	inhyuk_v8
11	2644120116	201/15	inhyuk_v8	sr_reinf	sr_reinf
12	270397248	203/15	sr_reinf	inhyuk_v8	inhyuk_v8
13	367520179	205/17	inhyuk_v8	sr_reinf	inhyuk_v8
14	12340939	207/17	sr_reinf	inhyuk_v8	inhyuk_v8
15	135323241	209/17	inhyuk_v8	sr_reinf	inhyuk_v8
16	234652687	211/17	sr_reinf	inhyuk_v8	sr_reinf
17	326847789	213/17	inhyuk_v8	sr_reinf	inhyuk_v8
18	1394324121	215/17	sr_reinf	inhyuk_v8	inhyuk_v8
19	1908328556	217/15	inhyuk_v8	sr_reinf	sr_reinf
20	325525254	219/15	sr_reinf	inhyuk_v8	inhyuk_v8
21	3050324417	221/17	inhyuk_v8	sr_reinf	sr_reinf
22	1411613749	223/17	sr_reinf	inhyuk_v8	inhyuk_v8
23	60998730	225/15	inhyuk_v8	sr_reinf	sr_reinf
24	3123726059	227/19	sr_reinf	inhyuk_v8	inhyuk_v8
25	873721137	229/15	inhyuk_v8	sr_reinf	inhyuk_v8
26	41761382	231/19	sr_reinf	inhyuk_v8	inhyuk_v8
27	207022984	233/17	inhyuk_v8	sr_reinf	sr_reinf
28	33469086	235/15	sr_reinf	inhyuk_v8	sr_reinf
29	1895617680	237/15	inhyuk_v8	sr_reinf	inhyuk_v8
30	256647465	239/15	sr_reinf	inhyuk_v8	inhyuk_v8
31	959710509	241/15	inhyuk_v8	sr_reinf	sr_reinf
32	2049716446	243/17	sr_reinf	inhyuk_v8	inhyuk_v8
33	358125571	245/17	inhyuk_v8	sr_reinf	inhyuk_v8
34	53525209	247/17	sr_reinf	inhyuk_v8	inhyuk_v8
35	1503820489	249/17	inhyuk_v8	sr_reinf	sr_reinf
36	552932065	181/15	sr_reinf	inhyuk_v8	inhyuk_v8
37	2692810118	183/17	inhyuk_v8	sr_reinf	inhyuk_v8
38	224220693	185/13	sr_reinf	inhyuk_v8	sr_reinf
39	2847915135	187/13	inhyuk_v8	sr_reinf	inhyuk_v8
40	249361462	189/15	sr_reinf	inhyuk_v8	sr_reinf
41	211098446	191/17	inhyuk_v8	sr_reinf	inhyuk_v8
42	2371224962	193/17	sr_reinf	inhyuk_v8	sr_reinf
43	970226464	195/15	inhyuk_v8	sr_reinf	inhyuk_v8
44	2520030782	197/15	sr_reinf	inhyuk_v8	inhyuk_v8
45	2462917047	199/17	inhyuk_v8	sr_reinf	inhyuk_v8
46	165446541	201/17	sr_reinf	inhyuk_v8	sr_reinf
47	92259004	203/15	inhyuk_v8	sr_reinf	inhyuk_v8
48	2050313207	205/17	sr_reinf	inhyuk_v8	sr_reinf
49	875427433	207/17	inhyuk_v8	sr_reinf	sr_reinf
50	321488185	209/17	sr_reinf	inhyuk_v8	inhyuk_v8
51	1934619247	211/17	inhyuk_v8	sr_reinf	sr_reinf
52	1581730375	213/17	sr_reinf	inhyuk_v8	sr_reinf
53	3247915429	215/17	inhyuk_v8	sr_reinf	inhyuk_v8
54	2949430850	217/15	sr_reinf	inhyuk_v8	inhyuk_v8
55	1028625876	219/15	inhyuk_v8	sr_reinf	sr_reinf
56	308924078	221/15	sr_reinf	inhyuk_v8	inhyuk_v8
57	2043225816	223/15	inhyuk_v8	sr_reinf	sr_reinf
58	674431794	225/15	sr_reinf	inhyuk_v8	inhyuk_v8
