game	seed	map	left	right	winner
1	312448698	181/13	jyp_v2	jinsu_rush	jyp_v2
2	239582738	183/17	jinsu_rush	jyp_v2	jyp_v2
3	618117007	185/15	jyp_v2	jinsu_rush	jyp_v2
4	2068017262	187/15	jinsu_rush	jyp_v2	jyp_v2
5	2218016516	189/17	jyp_v2	jinsu_rush	jinsu_rush
6	417814283	191/17	jinsu_rush	jyp_v2	jyp_v2
7	2609212062	193/13	jyp_v2	jinsu_rush	jyp_v2
8	3042322883	195/17	jinsu_rush	jyp_v2	DRAW
9	2711814683	197/17	jyp_v2	jinsu_rush	jyp_v2
10	56546739	199/17	jinsu_rush	jyp_v2	jyp_v2
11	220683064	201/15	jyp_v2	jinsu_rush	jyp_v2
12	1271117247	203/17	jinsu_rush	jyp_v2	jyp_v2
13	138710907	205/17	jyp_v2	jinsu_rush	jyp_v2
14	581710741	207/17	jinsu_rush	jyp_v2	jyp_v2
15	672518424	209/15	jyp_v2	jinsu_rush	jyp_v2
16	2121623298	211/15	jinsu_rush	jyp_v2	jyp_v2
17	1523428438	213/15	jyp_v2	jinsu_rush	jyp_v2
18	267566130	215/15	jinsu_rush	jyp_v2	jyp_v2
19	831529329	217/17	jyp_v2	jinsu_rush	jinsu_rush
20	308199223	219/17	jinsu_rush	jyp_v2	jyp_v2
21	1567731801	221/17	jyp_v2	jinsu_rush	jyp_v2
22	274571467	223/17	jinsu_rush	jyp_v2	jyp_v2
23	2870318841	225/15	jyp_v2	jinsu_rush	jinsu_rush
24	10390232	227/19	jinsu_rush	jyp_v2	jinsu_rush
25	942011764	229/17	jyp_v2	jinsu_rush	jyp_v2
26	5148306	231/15	jinsu_rush	jyp_v2	jyp_v2
27	122203270	233/17	jyp_v2	jinsu_rush	jyp_v2
28	1162410937	235/17	jinsu_rush	jyp_v2	jyp_v2
29	570910422	237/15	jyp_v2	jinsu_rush	jyp_v2
30	744423680	239/19	jinsu_rush	jyp_v2	jyp_v2
31	2549030082	241/15	jyp_v2	jinsu_rush	jyp_v2
32	289087718	243/19	jinsu_rush	jyp_v2	jyp_v2
33	2762128233	245/15	jyp_v2	jinsu_rush	jyp_v2
34	38574069	247/15	jinsu_rush	jyp_v2	jyp_v2
35	202515089	249/19	jyp_v2	jinsu_rush	jyp_v2
36	308039838	181/13	jinsu_rush	jyp_v2	jyp_v2
37	257556379	183/15	jyp_v2	jinsu_rush	jyp_v2
38	1226931976	185/15	jinsu_rush	jyp_v2	jyp_v2
39	1239618663	187/13	jyp_v2	jinsu_rush	jyp_v2
40	51468038	189/17	jinsu_rush	jyp_v2	jyp_v2
41	246307246	191/15	jyp_v2	jinsu_rush	jyp_v2
42	2634616202	193/17	jinsu_rush	jyp_v2	jyp_v2
43	1778430960	195/13	jyp_v2	jinsu_rush	jyp_v2
44	378013392	197/15	jinsu_rush	jyp_v2	jyp_v2
45	224809328	199/15	jyp_v2	jinsu_rush	jyp_v2
46	981426092	201/15	jinsu_rush	jyp_v2	DRAW
47	455119054	203/15	jyp_v2	jinsu_rush	jinsu_rush
48	1401415640	205/15	jinsu_rush	jyp_v2	jyp_v2
49	603313357	207/17	jyp_v2	jinsu_rush	jinsu_rush
50	1106313322	209/15	jinsu_rush	jyp_v2	jyp_v2
51	829821848	211/15	jyp_v2	jinsu_rush	jyp_v2
52	1692015052	213/15	jinsu_rush	jyp_v2	jyp_v2
53	1384312365	215/17	jyp_v2	jinsu_rush	jyp_v2
54	2711010880	217/15	jinsu_rush	jyp_v2	jyp_v2
55	137305639	219/17	jyp_v2	jinsu_rush	jyp_v2
56	290467073	221/17	jinsu_rush	jyp_v2	jyp_v2
57	284983217	223/17	jyp_v2	jinsu_rush	jyp_v2
58	184710967	225/17	jinsu_rush	jyp_v2	jyp_v2
59	2183829366	227/15	jyp_v2	jinsu_rush	jyp_v2
60	25917234	229/15	jinsu_rush	jyp_v2	jyp_v2
61	99112987	231/17	jyp_v2	jinsu_rush	jinsu_rush
62	2146015861	233/17	jinsu_rush	jyp_v2	jyp_v2
63	3160024547	235/19	jyp_v2	jinsu_rush	jyp_v2
64	3138412556	237/19	jinsu_rush	jyp_v2	jyp_v2
65	3026919025	239/17	jyp_v2	jinsu_rush	jyp_v2
66	2880517477	241/17	jinsu_rush	jyp_v2	jyp_v2
67	15210935	243/19	jyp_v2	jinsu_rush	jinsu_rush
68	593713157	245/19	jinsu_rush	jyp_v2	jyp_v2
69	2604931938	247/15	jyp_v2	jinsu_rush	jyp_v2
70	43442507	249/19	jinsu_rush	jyp_v2	jyp_v2
71	2526311017	181/15	jyp_v2	jinsu_rush	DRAW
72	3058119	183/13	jinsu_rush	jyp_v2	jyp_v2
73	882827126	185/17	jyp_v2	jinsu_rush	jyp_v2
74	301315566	187/13	jinsu_rush	jyp_v2	jyp_v2
75	1293024955	189/15	jyp_v2	jinsu_rush	jyp_v2
76	225212077	191/15	jinsu_rush	jyp_v2	jinsu_rush
77	1237829333	193/17	jyp_v2	jinsu_rush	jyp_v2
78	2716613284	195/15	jinsu_rush	jyp_v2	jyp_v2
79	750416322	197/15	jyp_v2	jinsu_rush	jyp_v2
80	2633424251	199/17	jinsu_rush	jyp_v2	jinsu_rush
81	185667851	201/17	jyp_v2	jinsu_rush	jyp_v2
82	1464683	203/17	jinsu_rush	jyp_v2	jyp_v2
83	707325781	205/17	jyp_v2	jinsu_rush	jyp_v2
84	895930298	207/15	jinsu_rush	jyp_v2	jyp_v2
85	1896712370	209/15	jyp_v2	jinsu_rush	jinsu_rush
86	758828110	211/15	jinsu_rush	jyp_v2	jyp_v2
87	101812026	213/15	jyp_v2	jinsu_rush	jyp_v2
88	10397327	215/17	jinsu_rush	jyp_v2	DRAW
