game	seed	map	left	right	winner
1	995000	181/17	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
2	995001	183/13	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	/home/inhyeok/work/inhyuk_v4.cpp
3	995002	185/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
4	995003	187/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
5	995004	189/13	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
6	995005	191/15	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
7	995006	193/17	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
8	995007	195/13	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
9	995008	197/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
10	995009	199/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
11	995010	201/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
12	995011	203/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	/home/inhyeok/work/inhyuk_v4.cpp
13	995012	205/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
14	995013	207/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
15	995014	209/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
16	995015	211/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	/home/inhyeok/work/inhyuk_v4.cpp
17	995016	213/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
18	995017	215/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
19	995018	217/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
20	995019	219/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
21	995020	221/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
22	995021	223/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
23	995022	225/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
24	995023	227/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
25	995024	229/19	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
26	995025	231/15	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
27	995026	233/17	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
28	995027	235/19	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	/home/inhyeok/work/inhyuk_v4.cpp
29	995028	237/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
30	995029	239/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
31	995030	241/19	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
32	995031	243/15	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp
33	995032	245/17	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
34	995033	247/19	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
35	995034	249/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
36	995035	181/15	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
37	995036	183/17	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp
38	995037	185/13	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	/home/inhyeok/work/inhyuk_v4.cpp
39	995038	187/15	/home/inhyeok/work/inhyuk_v4.cpp	TEAM/round_11_1330/sehyeon_v3.cpp	DRAW
40	995039	189/17	TEAM/round_11_1330/sehyeon_v3.cpp	/home/inhyeok/work/inhyuk_v4.cpp	DRAW
