game	seed	map	left	right	winner
1	15368367	181/13	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
2	1431219788	183/17	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
3	475111262	185/17	inhyuk_v7_candidate	sr_reinf	sr_reinf
4	3211719208	187/15	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
5	4372516	189/15	inhyuk_v7_candidate	sr_reinf	sr_reinf
6	2571811188	191/13	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
7	1443425572	193/15	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
8	257761049	195/17	sr_reinf	inhyuk_v7_candidate	sr_reinf
9	1799922681	197/17	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
10	2006628932	199/15	sr_reinf	inhyuk_v7_candidate	sr_reinf
11	3235511974	201/15	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
12	135036254	203/15	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
13	22499093	205/17	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
14	2093013193	207/17	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
15	2063412214	209/15	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
16	1452326733	211/17	sr_reinf	inhyuk_v7_candidate	sr_reinf
17	195643596	213/15	inhyuk_v7_candidate	sr_reinf	sr_reinf
18	258122074	215/15	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
19	186425360	217/15	inhyuk_v7_candidate	sr_reinf	sr_reinf
20	297765186	219/15	sr_reinf	inhyuk_v7_candidate	sr_reinf
21	1773124996	221/15	inhyuk_v7_candidate	sr_reinf	sr_reinf
22	1953821751	223/17	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
23	265625321	225/19	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
24	11409197	227/19	sr_reinf	inhyuk_v7_candidate	sr_reinf
25	53133070	229/17	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
26	61452240	231/15	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
27	868814765	233/19	inhyuk_v7_candidate	sr_reinf	inhyuk_v7_candidate
28	860615413	235/17	sr_reinf	inhyuk_v7_candidate	inhyuk_v7_candidate
