game	seed	map	left	right	winner
1	293008165	181/15	sehyeon_v3	inhyuk_v2	inhyuk_v2
2	51615717	183/13	inhyuk_v2	sehyeon_v3	inhyuk_v2
3	1698125228	185/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
4	2201219559	187/13	inhyuk_v2	sehyeon_v3	DRAW
5	1228523300	189/17	sehyeon_v3	inhyuk_v2	inhyuk_v2
6	279606090	191/13	inhyuk_v2	sehyeon_v3	sehyeon_v3
7	2970232736	193/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
8	1001223151	195/15	inhyuk_v2	sehyeon_v3	DRAW
9	1018820206	197/15	sehyeon_v3	inhyuk_v2	sehyeon_v3
10	2496123221	199/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
11	284605925	201/17	sehyeon_v3	inhyuk_v2	inhyuk_v2
12	1773018642	203/15	inhyuk_v2	sehyeon_v3	sehyeon_v3
13	677523395	205/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
14	1218722768	207/15	inhyuk_v2	sehyeon_v3	inhyuk_v2
15	286688927	209/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
16	201084944	211/15	inhyuk_v2	sehyeon_v3	inhyuk_v2
17	142876125	213/17	sehyeon_v3	inhyuk_v2	inhyuk_v2
18	211811269	215/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
19	1559330118	217/15	sehyeon_v3	inhyuk_v2	DRAW
20	2258226320	219/15	inhyuk_v2	sehyeon_v3	inhyuk_v2
21	130714159	221/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
22	703714919	223/17	inhyuk_v2	sehyeon_v3	DRAW
23	699612853	225/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
24	3144522515	227/19	inhyuk_v2	sehyeon_v3	sehyeon_v3
25	256932184	229/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
26	307449094	231/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
27	269403787	233/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
28	118817629	235/17	inhyuk_v2	sehyeon_v3	DRAW
29	646018006	237/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
30	2717511019	239/17	inhyuk_v2	sehyeon_v3	inhyuk_v2
31	2746324805	241/19	sehyeon_v3	inhyuk_v2	DRAW
32	475030688	243/19	inhyuk_v2	sehyeon_v3	inhyuk_v2
33	1006426376	245/19	sehyeon_v3	inhyuk_v2	inhyuk_v2
34	479721168	247/15	inhyuk_v2	sehyeon_v3	sehyeon_v3
35	7082604	249/15	sehyeon_v3	inhyuk_v2	inhyuk_v2
36	84019995	181/13	inhyuk_v2	sehyeon_v3	DRAW
37	310574670	183/13	sehyeon_v3	inhyuk_v2	sehyeon_v3
38	2839719743	185/17	inhyuk_v2	sehyeon_v3	DRAW
39	235619854	187/15	sehyeon_v3	inhyuk_v2	DRAW
40	1943515261	189/15	inhyuk_v2	sehyeon_v3	sehyeon_v3
41	411420480	191/13	sehyeon_v3	inhyuk_v2	sehyeon_v3
42	2111131847	193/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
43	736215539	195/17	sehyeon_v3	inhyuk_v2	DRAW
44	370415858	197/15	inhyuk_v2	sehyeon_v3	sehyeon_v3
45	254218213	199/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
46	2214610865	201/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
47	229956363	203/17	sehyeon_v3	inhyuk_v2	inhyuk_v2
48	21712955	205/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
49	814623184	207/15	sehyeon_v3	inhyuk_v2	inhyuk_v2
50	2602612773	209/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
51	848332369	211/17	sehyeon_v3	inhyuk_v2	DRAW
52	275715771	213/17	inhyuk_v2	sehyeon_v3	sehyeon_v3
53	151723244	215/15	sehyeon_v3	inhyuk_v2	sehyeon_v3
54	1007014941	217/17	inhyuk_v2	sehyeon_v3	inhyuk_v2
55	2558817031	219/17	sehyeon_v3	inhyuk_v2	sehyeon_v3
56	293241100	221/15	inhyuk_v2	sehyeon_v3	inhyuk_v2
57	181088323	223/17	sehyeon_v3	inhyuk_v2	DRAW
