game	seed	map	left	right	winner
1	192268621	181/15	sehyeon_v2	sehyeon_v1	DRAW
2	587413841	183/17	sehyeon_v1	sehyeon_v2	DRAW
3	240630447	185/13	sehyeon_v2	sehyeon_v1	sehyeon_v2
4	2777930610	187/13	sehyeon_v1	sehyeon_v2	DRAW
5	1752522404	189/17	sehyeon_v2	sehyeon_v1	sehyeon_v2
6	951820285	191/15	sehyeon_v1	sehyeon_v2	sehyeon_v2
7	1748116128	193/13	sehyeon_v2	sehyeon_v1	sehyeon_v1
8	107986476	195/13	sehyeon_v1	sehyeon_v2	DRAW
9	2949517222	197/15	sehyeon_v2	sehyeon_v1	sehyeon_v1
10	638215805	199/17	sehyeon_v1	sehyeon_v2	DRAW
11	968528	201/15	sehyeon_v2	sehyeon_v1	DRAW
12	2222518021	203/17	sehyeon_v1	sehyeon_v2	sehyeon_v1
13	1850911013	205/17	sehyeon_v2	sehyeon_v1	sehyeon_v2
14	320663043	207/17	sehyeon_v1	sehyeon_v2	DRAW
15	2023118522	209/15	sehyeon_v2	sehyeon_v1	DRAW
16	120617522	211/15	sehyeon_v1	sehyeon_v2	DRAW
17	2310318910	213/15	sehyeon_v2	sehyeon_v1	DRAW
18	1463127829	215/17	sehyeon_v1	sehyeon_v2	DRAW
19	2701818726	217/15	sehyeon_v2	sehyeon_v1	DRAW
20	2573519518	219/15	sehyeon_v1	sehyeon_v2	sehyeon_v2
21	2816420244	221/15	sehyeon_v2	sehyeon_v1	DRAW
22	2954027866	223/15	sehyeon_v1	sehyeon_v2	sehyeon_v2
23	260711392	225/17	sehyeon_v2	sehyeon_v1	sehyeon_v2
24	815332259	227/19	sehyeon_v1	sehyeon_v2	DRAW
25	665718587	229/19	sehyeon_v2	sehyeon_v1	DRAW
26	247615642	231/17	sehyeon_v1	sehyeon_v2	DRAW
27	1028125117	233/17	sehyeon_v2	sehyeon_v1	DRAW
28	1352220335	235/19	sehyeon_v1	sehyeon_v2	DRAW
29	232666151	237/19	sehyeon_v2	sehyeon_v1	DRAW
30	1026419426	239/19	sehyeon_v1	sehyeon_v2	DRAW
31	607323608	241/19	sehyeon_v2	sehyeon_v1	DRAW
32	617932466	243/19	sehyeon_v1	sehyeon_v2	DRAW
33	817029875	245/19	sehyeon_v2	sehyeon_v1	DRAW
34	2438726469	247/15	sehyeon_v1	sehyeon_v2	sehyeon_v2
35	2701114188	249/15	sehyeon_v2	sehyeon_v1	sehyeon_v1
36	2596212176	181/17	sehyeon_v1	sehyeon_v2	DRAW
37	4728823	183/15	sehyeon_v2	sehyeon_v1	DRAW
38	281003901	185/13	sehyeon_v1	sehyeon_v2	DRAW
39	264914295	187/13	sehyeon_v2	sehyeon_v1	sehyeon_v2
40	2454112689	189/13	sehyeon_v1	sehyeon_v2	DRAW
41	2441026485	191/13	sehyeon_v2	sehyeon_v1	DRAW
42	1634127109	193/15	sehyeon_v1	sehyeon_v2	DRAW
43	1816721956	195/15	sehyeon_v2	sehyeon_v1	DRAW
44	262061455	197/17	sehyeon_v1	sehyeon_v2	DRAW
45	1183515824	199/15	sehyeon_v2	sehyeon_v1	DRAW
46	126299852	201/15	sehyeon_v1	sehyeon_v2	DRAW
47	1013028966	203/15	sehyeon_v2	sehyeon_v1	DRAW
48	290508938	205/15	sehyeon_v1	sehyeon_v2	DRAW
49	982030952	207/15	sehyeon_v2	sehyeon_v1	DRAW
50	2342822538	209/15	sehyeon_v1	sehyeon_v2	DRAW
51	883822785	211/17	sehyeon_v2	sehyeon_v1	DRAW
52	169795847	213/17	sehyeon_v1	sehyeon_v2	DRAW
53	264919324	215/15	sehyeon_v2	sehyeon_v1	DRAW
54	2545125691	217/17	sehyeon_v1	sehyeon_v2	DRAW
55	3216525213	219/17	sehyeon_v2	sehyeon_v1	sehyeon_v2
56	148479161	221/17	sehyeon_v1	sehyeon_v2	DRAW
57	2670324830	223/15	sehyeon_v2	sehyeon_v1	DRAW
