game	seed	map	left	right	winner
1	1427326380	181/13	inhyuk_v4	sehyeon_v3	sehyeon_v3
2	138197636	183/17	sehyeon_v3	inhyuk_v4	DRAW
3	68530263	185/13	inhyuk_v4	sehyeon_v3	inhyuk_v4
4	226098371	187/17	sehyeon_v3	inhyuk_v4	DRAW
5	1107716291	189/17	inhyuk_v4	sehyeon_v3	inhyuk_v4
6	197407650	191/13	sehyeon_v3	inhyuk_v4	inhyuk_v4
7	1593832589	193/17	inhyuk_v4	sehyeon_v3	DRAW
8	1998811427	195/17	sehyeon_v3	inhyuk_v4	inhyuk_v4
9	310359523	197/17	inhyuk_v4	sehyeon_v3	DRAW
10	1559126594	199/15	sehyeon_v3	inhyuk_v4	DRAW
11	2202131271	201/17	inhyuk_v4	sehyeon_v3	DRAW
12	190413449	203/17	sehyeon_v3	inhyuk_v4	DRAW
13	2765913128	205/15	inhyuk_v4	sehyeon_v3	DRAW
14	2371913135	207/17	sehyeon_v3	inhyuk_v4	DRAW
15	2146227221	209/17	inhyuk_v4	sehyeon_v3	DRAW
16	747624489	211/17	sehyeon_v3	inhyuk_v4	sehyeon_v3
17	1478212119	213/17	inhyuk_v4	sehyeon_v3	DRAW
18	39166182	215/15	sehyeon_v3	inhyuk_v4	DRAW
19	75891827	217/17	inhyuk_v4	sehyeon_v3	sehyeon_v3
20	84696185	219/17	sehyeon_v3	inhyuk_v4	sehyeon_v3
21	1876218564	221/15	inhyuk_v4	sehyeon_v3	inhyuk_v4
22	211885488	223/15	sehyeon_v3	inhyuk_v4	sehyeon_v3
23	2400526595	225/19	inhyuk_v4	sehyeon_v3	DRAW
24	1639623827	227/19	sehyeon_v3	inhyuk_v4	DRAW
25	2992111945	229/17	inhyuk_v4	sehyeon_v3	inhyuk_v4
26	748018489	231/17	sehyeon_v3	inhyuk_v4	inhyuk_v4
27	1563317405	233/19	inhyuk_v4	sehyeon_v3	sehyeon_v3
28	2056912139	235/19	sehyeon_v3	inhyuk_v4	sehyeon_v3
29	973516320	237/15	inhyuk_v4	sehyeon_v3	inhyuk_v4
30	1907514853	239/17	sehyeon_v3	inhyuk_v4	DRAW
31	2584128790	241/17	inhyuk_v4	sehyeon_v3	DRAW
32	849619205	243/19	sehyeon_v3	inhyuk_v4	inhyuk_v4
33	1016822483	245/19	inhyuk_v4	sehyeon_v3	inhyuk_v4
34	299465671	247/17	sehyeon_v3	inhyuk_v4	DRAW
35	62003935	249/17	inhyuk_v4	sehyeon_v3	inhyuk_v4
36	1330332267	181/13	sehyeon_v3	inhyuk_v4	DRAW
37	1339224459	183/13	inhyuk_v4	sehyeon_v3	DRAW
38	3223024548	185/13	sehyeon_v3	inhyuk_v4	inhyuk_v4
39	290817393	187/13	inhyuk_v4	sehyeon_v3	sehyeon_v3
40	40541950	189/15	sehyeon_v3	inhyuk_v4	inhyuk_v4
41	421615870	191/15	inhyuk_v4	sehyeon_v3	inhyuk_v4
42	1603710091	193/15	sehyeon_v3	inhyuk_v4	DRAW
43	2923113050	195/17	inhyuk_v4	sehyeon_v3	inhyuk_v4
44	3051111815	197/17	sehyeon_v3	inhyuk_v4	DRAW
45	30816981	199/17	inhyuk_v4	sehyeon_v3	DRAW
46	311004344	201/15	sehyeon_v3	inhyuk_v4	DRAW
47	1718216894	203/15	inhyuk_v4	sehyeon_v3	sehyeon_v3
48	81020695	205/17	sehyeon_v3	inhyuk_v4	DRAW
49	3103632468	207/15	inhyuk_v4	sehyeon_v3	DRAW
50	1067530475	209/17	sehyeon_v3	inhyuk_v4	DRAW
51	2802730460	211/15	inhyuk_v4	sehyeon_v3	sehyeon_v3
52	2335120763	213/17	sehyeon_v3	inhyuk_v4	DRAW
53	1198811628	215/15	inhyuk_v4	sehyeon_v3	DRAW
54	153618557	217/17	sehyeon_v3	inhyuk_v4	sehyeon_v3
55	859027308	219/15	inhyuk_v4	sehyeon_v3	DRAW
56	1256028776	221/15	sehyeon_v3	inhyuk_v4	DRAW
57	3127213710	223/15	inhyuk_v4	sehyeon_v3	DRAW
58	87616928	225/19	sehyeon_v3	inhyuk_v4	DRAW
59	3267531388	227/17	inhyuk_v4	sehyeon_v3	sehyeon_v3
60	130093041	229/15	sehyeon_v3	inhyuk_v4	sehyeon_v3
61	305015549	231/19	inhyuk_v4	sehyeon_v3	sehyeon_v3
62	1918515240	233/15	sehyeon_v3	inhyuk_v4	inhyuk_v4
63	1545325263	235/15	inhyuk_v4	sehyeon_v3	sehyeon_v3
64	175224320	237/19	sehyeon_v3	inhyuk_v4	DRAW
65	1253210212	239/17	inhyuk_v4	sehyeon_v3	inhyuk_v4
66	55442616	241/15	sehyeon_v3	inhyuk_v4	inhyuk_v4
