game	seed	map	left	right	winner
1	1205000	181/17	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
2	1205001	183/13	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
3	1205002	185/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
4	1205003	187/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
5	1205004	189/13	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
6	1205005	191/15	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
7	1205006	193/17	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
8	1205007	195/13	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
9	1205008	197/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
10	1205009	199/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
11	1205010	201/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
12	1205011	203/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
13	1205012	205/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
14	1205013	207/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
15	1205014	209/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
16	1205015	211/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
17	1205016	213/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
18	1205017	215/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
19	1205018	217/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
20	1205019	219/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
21	1205020	221/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
22	1205021	223/17	sample	/home/inhyeok/work/inhyuk_v6.cpp	/home/inhyeok/work/inhyuk_v6.cpp
23	1205022	225/15	/home/inhyeok/work/inhyuk_v6.cpp	sample	/home/inhyeok/work/inhyuk_v6.cpp
