game	seed	map	left	right	winner
1	2703830852	181/17	sehyeon_v3	sehyeon_v2	DRAW
2	401110313	183/17	sehyeon_v2	sehyeon_v3	DRAW
3	1085924963	185/17	sehyeon_v3	sehyeon_v2	DRAW
4	257732874	187/13	sehyeon_v2	sehyeon_v3	sehyeon_v2
5	34023420	189/13	sehyeon_v3	sehyeon_v2	DRAW
6	1194418833	191/13	sehyeon_v2	sehyeon_v3	DRAW
7	2030520515	193/17	sehyeon_v3	sehyeon_v2	sehyeon_v3
8	267994848	195/13	sehyeon_v2	sehyeon_v3	DRAW
9	1798111663	197/17	sehyeon_v3	sehyeon_v2	DRAW
10	1497713081	199/17	sehyeon_v2	sehyeon_v3	DRAW
11	167827769	201/17	sehyeon_v3	sehyeon_v2	DRAW
12	977523708	203/15	sehyeon_v2	sehyeon_v3	sehyeon_v3
13	663629574	205/15	sehyeon_v3	sehyeon_v2	DRAW
14	3044232179	207/17	sehyeon_v2	sehyeon_v3	DRAW
15	2077612451	209/17	sehyeon_v3	sehyeon_v2	DRAW
16	2289827351	211/17	sehyeon_v2	sehyeon_v3	DRAW
17	1043924825	213/17	sehyeon_v3	sehyeon_v2	DRAW
18	1198112206	215/15	sehyeon_v2	sehyeon_v3	DRAW
19	2937418880	217/15	sehyeon_v3	sehyeon_v2	DRAW
20	194878991	219/17	sehyeon_v2	sehyeon_v3	DRAW
21	470711029	221/17	sehyeon_v3	sehyeon_v2	DRAW
22	32133775	223/17	sehyeon_v2	sehyeon_v3	DRAW
23	174704643	225/15	sehyeon_v3	sehyeon_v2	DRAW
24	2162530969	227/17	sehyeon_v2	sehyeon_v3	sehyeon_v2
25	91309215	229/15	sehyeon_v3	sehyeon_v2	DRAW
26	248643930	231/15	sehyeon_v2	sehyeon_v3	DRAW
27	2429017217	233/19	sehyeon_v3	sehyeon_v2	DRAW
28	257718675	235/15	sehyeon_v2	sehyeon_v3	DRAW
29	1532121388	237/17	sehyeon_v3	sehyeon_v2	DRAW
30	2573031173	239/19	sehyeon_v2	sehyeon_v3	DRAW
31	2742226305	241/15	sehyeon_v3	sehyeon_v2	sehyeon_v2
32	2377423307	243/19	sehyeon_v2	sehyeon_v3	sehyeon_v3
33	2720724317	245/19	sehyeon_v3	sehyeon_v2	DRAW
34	115992853	247/17	sehyeon_v2	sehyeon_v3	DRAW
35	215436850	249/17	sehyeon_v3	sehyeon_v2	DRAW
36	39557857	181/15	sehyeon_v2	sehyeon_v3	DRAW
37	3252823369	183/15	sehyeon_v3	sehyeon_v2	DRAW
