game	seed	map	left	right	winner
1	185473105	191/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
2	2304413691	205/17	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp
3	282059734	221/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
4	2484024013	213/17	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
5	2583625139	219/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
6	182596735	229/15	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
7	164632364	215/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
8	696816801	225/17	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
9	2955327657	223/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
10	1854028870	223/17	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
11	1649331754	229/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
12	967818134	231/17	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
13	3074727803	239/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
14	157728906	229/15	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
15	123416322	215/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
16	215455069	193/15	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
17	138871501	221/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
18	2569215572	181/15	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
19	217222513	211/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp
20	1404128033	249/15	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
