game	seed	map	left	right	winner
1	70717975	235/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
2	151597515	205/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
3	1435813672	245/19	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
4	3205418077	187/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
5	105024941	247/19	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
6	1164719966	181/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
7	823422330	181/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
8	897927986	183/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
9	327536374	219/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
10	1736013533	181/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
11	17735128	231/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
12	3179320497	219/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
13	171327479	183/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
14	141037118	223/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
15	2771424641	205/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
16	2661030151	229/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
17	1858111226	209/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
18	65120556	247/19	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
19	2788425854	221/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
20	805326733	227/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
