game	seed	map	left	right	winner
1	1856432298	181/13	sehyeon_v4	inhyuk_v2	sehyeon_v4
2	1465516623	183/13	inhyuk_v2	sehyeon_v4	sehyeon_v4
3	3063232332	185/13	sehyeon_v4	inhyuk_v2	inhyuk_v2
4	279943655	187/17	inhyuk_v2	sehyeon_v4	DRAW
5	307737115	189/15	sehyeon_v4	inhyuk_v2	DRAW
6	888214643	191/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
7	165841978	193/15	sehyeon_v4	inhyuk_v2	DRAW
8	91631045	195/17	inhyuk_v2	sehyeon_v4	DRAW
9	355123293	197/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
10	131804824	199/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
11	170176400	201/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
12	1678729783	203/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
13	7303167	205/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
14	624121403	207/17	inhyuk_v2	sehyeon_v4	sehyeon_v4
15	2196913966	209/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
16	2008017488	211/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
17	270241139	213/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
18	267625986	215/15	inhyuk_v2	sehyeon_v4	DRAW
19	3133721777	217/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
20	116184721	219/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
21	2974017522	221/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
22	1521822140	223/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
23	497823988	225/17	sehyeon_v4	inhyuk_v2	sehyeon_v4
24	1197917816	227/19	inhyuk_v2	sehyeon_v4	DRAW
25	2257919091	229/15	sehyeon_v4	inhyuk_v2	DRAW
26	41523406	231/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
27	125631180	233/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
28	231639975	235/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
29	2410522577	237/19	sehyeon_v4	inhyuk_v2	DRAW
30	2721417907	239/17	inhyuk_v2	sehyeon_v4	DRAW
31	51635903	241/19	sehyeon_v4	inhyuk_v2	DRAW
32	2335218188	243/19	inhyuk_v2	sehyeon_v4	DRAW
33	11918930	245/19	sehyeon_v4	inhyuk_v2	inhyuk_v2
34	139668244	247/17	inhyuk_v2	sehyeon_v4	sehyeon_v4
35	117445191	249/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
36	2663412164	181/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
37	364424607	183/13	sehyeon_v4	inhyuk_v2	DRAW
38	1438216235	185/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
39	24772791	187/13	sehyeon_v4	inhyuk_v2	inhyuk_v2
40	121553758	189/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
41	2828420822	191/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
42	1031114797	193/15	inhyuk_v2	sehyeon_v4	DRAW
43	72534331	195/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
44	2515327499	197/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
45	94123010	199/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
46	2010327685	201/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
47	37604743	203/17	sehyeon_v4	inhyuk_v2	DRAW
48	1967110564	205/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
49	112911209	207/17	sehyeon_v4	inhyuk_v2	DRAW
50	173831545	209/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
51	170732504	211/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
52	1323930325	213/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
53	21258208	215/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
54	1540730816	217/15	inhyuk_v2	sehyeon_v4	inhyuk_v2
55	321531339	219/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
56	770123665	221/17	inhyuk_v2	sehyeon_v4	DRAW
57	2071920436	223/15	sehyeon_v4	inhyuk_v2	sehyeon_v4
58	2524916082	225/15	inhyuk_v2	sehyeon_v4	DRAW
59	3130219903	227/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
60	2352021607	229/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
61	1852325113	231/17	sehyeon_v4	inhyuk_v2	DRAW
62	328420189	233/17	inhyuk_v2	sehyeon_v4	DRAW
63	2145130835	235/19	sehyeon_v4	inhyuk_v2	inhyuk_v2
64	68976814	237/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
65	2116613494	239/17	sehyeon_v4	inhyuk_v2	DRAW
66	1940429714	241/19	inhyuk_v2	sehyeon_v4	inhyuk_v2
67	44818259	243/19	sehyeon_v4	inhyuk_v2	inhyuk_v2
68	2568032372	245/19	inhyuk_v2	sehyeon_v4	inhyuk_v2
69	2134029158	247/19	sehyeon_v4	inhyuk_v2	DRAW
70	1833917626	249/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
71	2071816863	181/13	sehyeon_v4	inhyuk_v2	inhyuk_v2
72	853922333	183/17	inhyuk_v2	sehyeon_v4	DRAW
73	2049420730	185/15	sehyeon_v4	inhyuk_v2	sehyeon_v4
74	64612404	187/13	inhyuk_v2	sehyeon_v4	sehyeon_v4
75	644127484	189/15	sehyeon_v4	inhyuk_v2	inhyuk_v2
76	132135203	191/17	inhyuk_v2	sehyeon_v4	inhyuk_v2
77	440030846	193/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
78	908214049	195/15	inhyuk_v2	sehyeon_v4	DRAW
79	2288518263	197/17	sehyeon_v4	inhyuk_v2	sehyeon_v4
80	287666834	199/15	inhyuk_v2	sehyeon_v4	sehyeon_v4
81	108685649	201/17	sehyeon_v4	inhyuk_v2	DRAW
82	41577626	203/15	inhyuk_v2	sehyeon_v4	DRAW
83	2163926179	205/17	sehyeon_v4	inhyuk_v2	inhyuk_v2
84	3236330369	207/17	inhyuk_v2	sehyeon_v4	DRAW
