game	seed	map	left	right	winner
1	120423242	181/17	new_rule_improved	sample	new_rule_improved
2	1375811901	183/13	sample	new_rule_improved	new_rule_improved
3	2261021886	185/13	new_rule_improved	sample	new_rule_improved
4	123123074	187/17	sample	new_rule_improved	new_rule_improved
5	961711055	189/17	new_rule_improved	sample	new_rule_improved
6	298211617	191/15	sample	new_rule_improved	new_rule_improved
7	346312823	193/17	new_rule_improved	sample	new_rule_improved
8	2392822296	195/13	sample	new_rule_improved	new_rule_improved
9	64279581	197/17	new_rule_improved	sample	new_rule_improved
10	37389819	199/17	sample	new_rule_improved	new_rule_improved
11	526311418	201/15	new_rule_improved	sample	new_rule_improved
12	113764458	203/15	sample	new_rule_improved	new_rule_improved
13	278105114	205/15	new_rule_improved	sample	new_rule_improved
14	301509130	207/15	sample	new_rule_improved	new_rule_improved
15	15373699	209/17	new_rule_improved	sample	new_rule_improved
16	233158431	211/17	sample	new_rule_improved	new_rule_improved
17	2230126501	213/17	new_rule_improved	sample	new_rule_improved
18	2069329509	215/17	sample	new_rule_improved	new_rule_improved
19	226110425	217/17	new_rule_improved	sample	new_rule_improved
20	236178209	219/17	sample	new_rule_improved	new_rule_improved
21	351026485	221/17	new_rule_improved	sample	new_rule_improved
22	239397521	223/17	sample	new_rule_improved	new_rule_improved
23	2145720698	225/19	new_rule_improved	sample	new_rule_improved
24	303294852	227/15	sample	new_rule_improved	new_rule_improved
25	2305628961	229/15	new_rule_improved	sample	new_rule_improved
26	3050331841	231/17	sample	new_rule_improved	new_rule_improved
27	300362191	233/17	new_rule_improved	sample	new_rule_improved
28	150967909	235/17	sample	new_rule_improved	new_rule_improved
29	1359732415	237/17	new_rule_improved	sample	new_rule_improved
30	245810662	239/17	sample	new_rule_improved	new_rule_improved
31	94929559	241/17	new_rule_improved	sample	new_rule_improved
32	2447830351	243/17	sample	new_rule_improved	new_rule_improved
33	3044230661	245/19	new_rule_improved	sample	new_rule_improved
34	183214624	247/17	sample	new_rule_improved	new_rule_improved
35	2404612804	249/17	new_rule_improved	sample	new_rule_improved
36	72203595	181/13	sample	new_rule_improved	new_rule_improved
37	3261617168	183/17	new_rule_improved	sample	new_rule_improved
38	788116972	185/15	sample	new_rule_improved	new_rule_improved
39	2562931858	187/15	new_rule_improved	sample	new_rule_improved
40	725016284	189/17	sample	new_rule_improved	new_rule_improved
41	2651820098	191/17	new_rule_improved	sample	new_rule_improved
42	2373626574	193/13	sample	new_rule_improved	new_rule_improved
43	928812766	195/15	new_rule_improved	sample	new_rule_improved
44	187331197	197/17	sample	new_rule_improved	new_rule_improved
45	2088924293	199/17	new_rule_improved	sample	new_rule_improved
46	2918717521	201/17	sample	new_rule_improved	new_rule_improved
47	40868824	203/15	new_rule_improved	sample	new_rule_improved
48	504529178	205/15	sample	new_rule_improved	new_rule_improved
49	2112614082	207/15	new_rule_improved	sample	new_rule_improved
50	61857301	209/17	sample	new_rule_improved	new_rule_improved
51	1698917043	211/17	new_rule_improved	sample	new_rule_improved
52	21681285	213/17	sample	new_rule_improved	new_rule_improved
53	2352414969	215/17	new_rule_improved	sample	new_rule_improved
54	132909238	217/15	sample	new_rule_improved	new_rule_improved
55	517724230	219/15	new_rule_improved	sample	new_rule_improved
56	2417929571	221/17	sample	new_rule_improved	new_rule_improved
57	840111	223/17	new_rule_improved	sample	new_rule_improved
58	2471627085	225/15	sample	new_rule_improved	new_rule_improved
59	3140114670	227/15	new_rule_improved	sample	new_rule_improved
60	2301226462	229/17	sample	new_rule_improved	new_rule_improved
61	4255431	231/15	new_rule_improved	sample	new_rule_improved
62	60064078	233/17	sample	new_rule_improved	new_rule_improved
63	2505513307	235/17	new_rule_improved	sample	new_rule_improved
64	689621196	237/15	sample	new_rule_improved	new_rule_improved
65	2947615144	239/17	new_rule_improved	sample	new_rule_improved
66	2235217177	241/17	sample	new_rule_improved	new_rule_improved
67	70738038	243/15	new_rule_improved	sample	new_rule_improved
68	2586417638	245/19	sample	new_rule_improved	new_rule_improved
69	2252030533	247/17	new_rule_improved	sample	new_rule_improved
70	122052912	249/15	sample	new_rule_improved	new_rule_improved
