game	seed	map	left	right	winner
1	1131017966	181/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
2	828518173	183/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
3	17581204	185/15	inhyuk_v7_candidate	rush	rush
4	2423023264	187/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
5	259888601	189/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
6	550927410	191/13	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
7	2216723307	193/13	inhyuk_v7_candidate	rush	DRAW
8	66521629	195/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
9	38145656	197/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
10	192125534	199/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
11	772915951	201/17	inhyuk_v7_candidate	rush	rush
12	2749714780	203/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
13	1483318101	205/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
14	224343049	207/17	rush	inhyuk_v7_candidate	rush
15	2548124423	209/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
16	94507338	211/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
17	3018621630	213/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
18	2651512836	215/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
19	911717820	217/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
20	3013214267	219/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
21	1374723057	221/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
22	2635011969	223/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
23	1483510163	225/19	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
24	2513525204	227/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
25	2215628683	229/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
26	1668023947	231/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
27	2266131615	233/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
28	17174366	235/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
29	3167924014	237/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
30	2166417650	239/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
31	1479117980	241/19	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
32	186312679	243/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
33	187045876	245/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
34	1058516249	247/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
35	3074229480	249/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
36	327277785	181/13	rush	inhyuk_v7_candidate	DRAW
37	20769041	183/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
38	710518681	185/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
39	865331096	187/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
40	175124509	189/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
41	446317809	191/13	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
42	1380417838	193/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
43	2953713495	195/13	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
44	1293819863	197/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
45	15048744	199/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
46	1058526032	201/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
47	1422621771	203/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
48	776527039	205/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
49	150211793	207/17	inhyuk_v7_candidate	rush	rush
50	526220414	209/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
51	1701317834	211/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
52	3183325432	213/15	rush	inhyuk_v7_candidate	rush
53	32024962	215/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
54	252428070	217/15	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
55	2920312783	219/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
56	2197417235	221/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
57	38167951	223/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
58	1876732316	225/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
59	1453810702	227/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
60	74499022	229/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
61	659714346	231/15	inhyuk_v7_candidate	rush	rush
62	1284324014	233/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
63	725919781	235/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
64	2733825166	237/17	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
65	811116808	239/17	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
66	169536320	241/19	rush	inhyuk_v7_candidate	inhyuk_v7_candidate
67	2589230430	243/15	inhyuk_v7_candidate	rush	inhyuk_v7_candidate
