game	seed	map	left	right	winner
1	93571804	181/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
2	657011551	183/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
3	191565547	185/15	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
4	2780429330	187/17	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
5	230756952	189/13	inhyuk_v7_candidate	sehyeon_v3	DRAW
6	303812625	191/13	sehyeon_v3	inhyuk_v7_candidate	DRAW
7	1793324330	193/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
8	18792870	195/13	sehyeon_v3	inhyuk_v7_candidate	DRAW
9	3082329075	197/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
10	2369319012	199/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
11	251517604	201/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
12	165668816	203/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
13	5614911	205/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
14	29987264	207/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
15	39620338	209/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
16	1062311685	211/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
17	1419445	213/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
18	1086715110	215/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
19	497120557	217/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
20	2121631074	219/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
21	1385919044	221/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
22	241924743	223/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
23	246729954	225/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
24	3115419267	227/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
25	201381553	229/17	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
26	2169225368	231/19	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
27	59442076	233/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
28	2430325884	235/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
29	1817625324	237/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
30	264459514	239/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
31	2185213066	241/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
32	1941410057	243/19	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
33	151705304	245/19	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
34	990431282	247/19	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
35	471019264	249/17	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
36	1561315569	181/13	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
37	1106610988	183/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
38	2514612308	185/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
39	254523936	187/13	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
40	2587730123	189/17	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
41	1804827237	191/13	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
42	238286053	193/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
43	24115366	195/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
44	1116225659	197/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
45	2026726958	199/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
46	2406624531	201/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
47	185487749	203/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
48	3181525706	205/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
49	2348531785	207/17	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
50	2691928448	209/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
51	85699705	211/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
52	272958650	213/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
53	375116041	215/17	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
54	160266908	217/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
55	2263715369	219/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
56	1874414221	221/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
57	179775163	223/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
58	668124018	225/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
59	111368900	227/19	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
60	311397606	229/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
61	9624183	231/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
62	602719506	233/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
63	825332346	235/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
64	18323049	237/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
65	250491375	239/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
66	232078049	241/19	sehyeon_v3	inhyuk_v7_candidate	DRAW
67	1573311865	243/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
68	814711701	245/15	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
69	155213632	247/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
70	34535173	249/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
71	1548715871	181/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
72	127358486	183/17	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
73	1630714904	185/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
74	2799932177	187/17	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
75	114053072	189/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
76	3189127987	191/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
77	81978053	193/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
78	1813911255	195/13	sehyeon_v3	inhyuk_v7_candidate	DRAW
79	892023609	197/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
80	3235219049	199/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
81	2516826281	201/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
82	3139011483	203/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
83	1040132378	205/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
84	1785611121	207/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
85	10433101	209/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
86	1811726445	211/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
87	303256191	213/17	inhyuk_v7_candidate	sehyeon_v3	sehyeon_v3
88	1211016633	215/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
89	583118580	217/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
90	2931810798	219/15	sehyeon_v3	inhyuk_v7_candidate	DRAW
91	101242428	221/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
92	1862420025	223/17	sehyeon_v3	inhyuk_v7_candidate	inhyuk_v7_candidate
93	117842692	225/17	inhyuk_v7_candidate	sehyeon_v3	DRAW
94	1456410411	227/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
95	29588970	229/15	inhyuk_v7_candidate	sehyeon_v3	DRAW
96	90191950	231/17	sehyeon_v3	inhyuk_v7_candidate	DRAW
97	1480317042	233/15	inhyuk_v7_candidate	sehyeon_v3	inhyuk_v7_candidate
98	298536882	235/15	sehyeon_v3	inhyuk_v7_candidate	sehyeon_v3
99	2499028424	237/19	inhyuk_v7_candidate	sehyeon_v3	DRAW
