game	seed	map	left	right	winner
1	977225718	181/13	inhyuk_v2	jinsu_rush	inhyuk_v2
2	692531097	183/13	jinsu_rush	inhyuk_v2	inhyuk_v2
3	2331021758	185/17	inhyuk_v2	jinsu_rush	inhyuk_v2
4	193530746	187/17	jinsu_rush	inhyuk_v2	inhyuk_v2
5	11046554	189/17	inhyuk_v2	jinsu_rush	inhyuk_v2
6	1227628485	191/13	jinsu_rush	inhyuk_v2	inhyuk_v2
7	2080330390	193/15	inhyuk_v2	jinsu_rush	inhyuk_v2
8	19813982	195/17	jinsu_rush	inhyuk_v2	inhyuk_v2
9	2893023290	197/15	inhyuk_v2	jinsu_rush	inhyuk_v2
10	1389429561	199/17	jinsu_rush	inhyuk_v2	inhyuk_v2
11	1705027655	201/17	inhyuk_v2	jinsu_rush	inhyuk_v2
12	184617268	203/15	jinsu_rush	inhyuk_v2	inhyuk_v2
13	2727216157	205/17	inhyuk_v2	jinsu_rush	inhyuk_v2
14	87258244	207/15	jinsu_rush	inhyuk_v2	inhyuk_v2
15	310218290	209/15	inhyuk_v2	jinsu_rush	inhyuk_v2
16	291592021	211/17	jinsu_rush	inhyuk_v2	inhyuk_v2
17	741016677	213/17	inhyuk_v2	jinsu_rush	inhyuk_v2
18	2703417403	215/17	jinsu_rush	inhyuk_v2	inhyuk_v2
19	128543357	217/17	inhyuk_v2	jinsu_rush	inhyuk_v2
20	2633030657	219/17	jinsu_rush	inhyuk_v2	inhyuk_v2
21	272805615	221/17	inhyuk_v2	jinsu_rush	inhyuk_v2
22	1116422345	223/17	jinsu_rush	inhyuk_v2	inhyuk_v2
23	2378415933	225/15	inhyuk_v2	jinsu_rush	inhyuk_v2
24	1666116645	227/15	jinsu_rush	inhyuk_v2	inhyuk_v2
25	678917984	229/19	inhyuk_v2	jinsu_rush	inhyuk_v2
26	1207527911	231/19	jinsu_rush	inhyuk_v2	inhyuk_v2
27	108643359	233/15	inhyuk_v2	jinsu_rush	inhyuk_v2
28	59178233	235/19	jinsu_rush	inhyuk_v2	inhyuk_v2
29	6392007	237/15	inhyuk_v2	jinsu_rush	inhyuk_v2
30	288148228	239/17	jinsu_rush	inhyuk_v2	inhyuk_v2
31	1773620494	241/17	inhyuk_v2	jinsu_rush	inhyuk_v2
32	172216183	243/17	jinsu_rush	inhyuk_v2	inhyuk_v2
33	3244512865	245/17	inhyuk_v2	jinsu_rush	inhyuk_v2
34	3133010083	247/17	jinsu_rush	inhyuk_v2	jinsu_rush
35	1095525505	249/17	inhyuk_v2	jinsu_rush	inhyuk_v2
36	1538016587	181/17	jinsu_rush	inhyuk_v2	inhyuk_v2
37	266256669	183/13	inhyuk_v2	jinsu_rush	inhyuk_v2
38	1733421132	185/13	jinsu_rush	inhyuk_v2	jinsu_rush
39	77508648	187/13	inhyuk_v2	jinsu_rush	inhyuk_v2
40	193417866	189/13	jinsu_rush	inhyuk_v2	inhyuk_v2
41	479622302	191/17	inhyuk_v2	jinsu_rush	inhyuk_v2
42	2688711076	193/15	jinsu_rush	inhyuk_v2	inhyuk_v2
43	14408900	195/17	inhyuk_v2	jinsu_rush	inhyuk_v2
44	233934669	197/17	jinsu_rush	inhyuk_v2	inhyuk_v2
45	110526539	199/17	inhyuk_v2	jinsu_rush	inhyuk_v2
46	285791550	201/15	jinsu_rush	inhyuk_v2	inhyuk_v2
47	14514163	203/17	inhyuk_v2	jinsu_rush	inhyuk_v2
48	3016019076	205/15	jinsu_rush	inhyuk_v2	inhyuk_v2
49	1640815161	207/17	inhyuk_v2	jinsu_rush	inhyuk_v2
50	2770327716	209/15	jinsu_rush	inhyuk_v2	jinsu_rush
51	756617468	211/15	inhyuk_v2	jinsu_rush	inhyuk_v2
52	67044746	213/15	jinsu_rush	inhyuk_v2	jinsu_rush
53	327446552	215/15	inhyuk_v2	jinsu_rush	inhyuk_v2
54	821122173	217/17	jinsu_rush	inhyuk_v2	inhyuk_v2
55	2868019006	219/15	inhyuk_v2	jinsu_rush	inhyuk_v2
56	1219120341	221/17	jinsu_rush	inhyuk_v2	inhyuk_v2
57	1362830361	223/17	inhyuk_v2	jinsu_rush	inhyuk_v2
58	2587231332	225/15	jinsu_rush	inhyuk_v2	inhyuk_v2
59	35062781	227/19	inhyuk_v2	jinsu_rush	inhyuk_v2
60	11074598	229/19	jinsu_rush	inhyuk_v2	inhyuk_v2
61	24932756	231/19	inhyuk_v2	jinsu_rush	inhyuk_v2
62	678619390	233/17	jinsu_rush	inhyuk_v2	inhyuk_v2
63	135839522	235/19	inhyuk_v2	jinsu_rush	inhyuk_v2
64	2954114462	237/19	jinsu_rush	inhyuk_v2	inhyuk_v2
65	1427526294	239/15	inhyuk_v2	jinsu_rush	inhyuk_v2
66	824918463	241/15	jinsu_rush	inhyuk_v2	inhyuk_v2
67	1590825178	243/17	inhyuk_v2	jinsu_rush	inhyuk_v2
68	1500917865	245/15	jinsu_rush	inhyuk_v2	inhyuk_v2
69	271910608	247/17	inhyuk_v2	jinsu_rush	inhyuk_v2
70	299463379	249/17	jinsu_rush	inhyuk_v2	inhyuk_v2
71	112295456	181/17	inhyuk_v2	jinsu_rush	inhyuk_v2
72	2735025499	183/15	jinsu_rush	inhyuk_v2	inhyuk_v2
73	3159918724	185/15	inhyuk_v2	jinsu_rush	inhyuk_v2
