game	seed	map	left	right	winner
1	3037530117	181/13	inhyuk_v7	sr_reinf	sr_reinf
2	77326974	183/13	sr_reinf	inhyuk_v7	inhyuk_v7
3	2117915386	185/15	inhyuk_v7	sr_reinf	sr_reinf
4	185022617	187/17	sr_reinf	inhyuk_v7	sr_reinf
5	2977018847	189/17	inhyuk_v7	sr_reinf	inhyuk_v7
6	3151425565	191/15	sr_reinf	inhyuk_v7	inhyuk_v7
7	2218411731	193/13	inhyuk_v7	sr_reinf	sr_reinf
8	3054926089	195/15	sr_reinf	inhyuk_v7	inhyuk_v7
9	91919470	197/15	inhyuk_v7	sr_reinf	inhyuk_v7
10	2854410840	199/15	sr_reinf	inhyuk_v7	sr_reinf
11	174316448	201/15	inhyuk_v7	sr_reinf	inhyuk_v7
12	2825413850	203/15	sr_reinf	inhyuk_v7	inhyuk_v7
13	2722723756	205/15	inhyuk_v7	sr_reinf	inhyuk_v7
14	1919818938	207/15	sr_reinf	inhyuk_v7	sr_reinf
15	1809527046	209/15	inhyuk_v7	sr_reinf	inhyuk_v7
16	213116298	211/15	sr_reinf	inhyuk_v7	inhyuk_v7
17	33915651	213/17	inhyuk_v7	sr_reinf	inhyuk_v7
18	14924537	215/17	sr_reinf	inhyuk_v7	inhyuk_v7
19	193522471	217/17	inhyuk_v7	sr_reinf	inhyuk_v7
20	2293231727	219/17	sr_reinf	inhyuk_v7	inhyuk_v7
21	1731529174	221/15	inhyuk_v7	sr_reinf	sr_reinf
22	3146027994	223/15	sr_reinf	inhyuk_v7	sr_reinf
23	2939320202	225/19	inhyuk_v7	sr_reinf	sr_reinf
24	225013262	227/19	sr_reinf	inhyuk_v7	inhyuk_v7
25	26412932	229/19	inhyuk_v7	sr_reinf	inhyuk_v7
26	304559147	231/19	sr_reinf	inhyuk_v7	inhyuk_v7
27	2165420249	233/19	inhyuk_v7	sr_reinf	inhyuk_v7
28	1289421854	235/19	sr_reinf	inhyuk_v7	inhyuk_v7
29	1674227631	237/15	inhyuk_v7	sr_reinf	inhyuk_v7
30	1549410984	239/15	sr_reinf	inhyuk_v7	inhyuk_v7
31	229609216	241/17	inhyuk_v7	sr_reinf	sr_reinf
32	2093631542	243/19	sr_reinf	inhyuk_v7	sr_reinf
33	2392327892	245/19	inhyuk_v7	sr_reinf	inhyuk_v7
34	294509867	247/19	sr_reinf	inhyuk_v7	inhyuk_v7
35	2794831954	249/17	inhyuk_v7	sr_reinf	sr_reinf
36	3969179	181/17	sr_reinf	inhyuk_v7	sr_reinf
37	1028821283	183/17	inhyuk_v7	sr_reinf	sr_reinf
38	1157019391	185/15	sr_reinf	inhyuk_v7	inhyuk_v7
39	2376630408	187/13	inhyuk_v7	sr_reinf	sr_reinf
40	27318569	189/17	sr_reinf	inhyuk_v7	sr_reinf
41	1592221893	191/13	inhyuk_v7	sr_reinf	inhyuk_v7
42	351632261	193/17	sr_reinf	inhyuk_v7	sr_reinf
43	1124310395	195/17	inhyuk_v7	sr_reinf	sr_reinf
44	1913226638	197/15	sr_reinf	inhyuk_v7	sr_reinf
45	2461426492	199/15	inhyuk_v7	sr_reinf	inhyuk_v7
46	2263712919	201/17	sr_reinf	inhyuk_v7	inhyuk_v7
47	437017976	203/15	inhyuk_v7	sr_reinf	inhyuk_v7
48	1885631904	205/15	sr_reinf	inhyuk_v7	inhyuk_v7
49	3027628211	207/17	inhyuk_v7	sr_reinf	inhyuk_v7
50	30811077	209/17	sr_reinf	inhyuk_v7	inhyuk_v7
51	2313917827	211/17	inhyuk_v7	sr_reinf	inhyuk_v7
52	1227829331	213/17	sr_reinf	inhyuk_v7	sr_reinf
53	914627579	215/17	inhyuk_v7	sr_reinf	inhyuk_v7
54	810829356	217/15	sr_reinf	inhyuk_v7	inhyuk_v7
55	2270517575	219/17	inhyuk_v7	sr_reinf	inhyuk_v7
56	74321918	221/15	sr_reinf	inhyuk_v7	inhyuk_v7
57	1290210846	223/15	inhyuk_v7	sr_reinf	sr_reinf
58	78216354	225/15	sr_reinf	inhyuk_v7	inhyuk_v7
59	217907832	227/15	inhyuk_v7	sr_reinf	sr_reinf
60	85934665	229/17	sr_reinf	inhyuk_v7	inhyuk_v7
61	2154514129	231/17	inhyuk_v7	sr_reinf	inhyuk_v7
62	2441226355	233/17	sr_reinf	inhyuk_v7	inhyuk_v7
63	319104856	235/17	inhyuk_v7	sr_reinf	inhyuk_v7
64	21245955	237/15	sr_reinf	inhyuk_v7	sr_reinf
65	3021210826	239/17	inhyuk_v7	sr_reinf	sr_reinf
66	2563329989	241/19	sr_reinf	inhyuk_v7	inhyuk_v7
67	2216213598	243/15	inhyuk_v7	sr_reinf	inhyuk_v7
68	114519979	245/17	sr_reinf	inhyuk_v7	inhyuk_v7
69	83359628	247/19	inhyuk_v7	sr_reinf	inhyuk_v7
70	87216782	249/19	sr_reinf	inhyuk_v7	inhyuk_v7
71	953219221	181/15	inhyuk_v7	sr_reinf	sr_reinf
72	312776762	183/17	sr_reinf	inhyuk_v7	inhyuk_v7
73	1575926640	185/13	inhyuk_v7	sr_reinf	inhyuk_v7
74	72829155	187/13	sr_reinf	inhyuk_v7	inhyuk_v7
75	87125785	189/15	inhyuk_v7	sr_reinf	sr_reinf
76	57832233	191/13	sr_reinf	inhyuk_v7	sr_reinf
77	284212877	193/17	inhyuk_v7	sr_reinf	sr_reinf
78	3176130106	195/15	sr_reinf	inhyuk_v7	inhyuk_v7
79	167809565	197/17	inhyuk_v7	sr_reinf	inhyuk_v7
80	1444218018	199/15	sr_reinf	inhyuk_v7	sr_reinf
81	433411353	201/17	inhyuk_v7	sr_reinf	sr_reinf
82	857832298	203/15	sr_reinf	inhyuk_v7	inhyuk_v7
83	2866411553	205/17	inhyuk_v7	sr_reinf	inhyuk_v7
84	149224558	207/15	sr_reinf	inhyuk_v7	inhyuk_v7
85	153996195	209/17	inhyuk_v7	sr_reinf	inhyuk_v7
86	1209113317	211/17	sr_reinf	inhyuk_v7	sr_reinf
87	863021734	213/15	inhyuk_v7	sr_reinf	inhyuk_v7
88	1199831225	215/17	sr_reinf	inhyuk_v7	inhyuk_v7
89	1805230206	217/15	inhyuk_v7	sr_reinf	inhyuk_v7
90	115051830	219/15	sr_reinf	inhyuk_v7	sr_reinf
91	422614101	221/17	inhyuk_v7	sr_reinf	inhyuk_v7
92	168901042	223/15	sr_reinf	inhyuk_v7	sr_reinf
93	687330873	225/15	inhyuk_v7	sr_reinf	sr_reinf
94	95829470	227/19	sr_reinf	inhyuk_v7	sr_reinf
95	245383969	229/17	inhyuk_v7	sr_reinf	inhyuk_v7
96	2957623101	231/15	sr_reinf	inhyuk_v7	inhyuk_v7
97	106801064	233/19	inhyuk_v7	sr_reinf	inhyuk_v7
98	1126518880	235/17	sr_reinf	inhyuk_v7	inhyuk_v7
99	101210182	237/17	inhyuk_v7	sr_reinf	inhyuk_v7
100	1315223890	239/17	sr_reinf	inhyuk_v7	inhyuk_v7
101	2324817771	241/15	inhyuk_v7	sr_reinf	sr_reinf
102	1283522770	243/17	sr_reinf	inhyuk_v7	inhyuk_v7
103	1829125855	245/17	inhyuk_v7	sr_reinf	sr_reinf
104	57813432	247/15	sr_reinf	inhyuk_v7	inhyuk_v7
105	2431516111	249/17	inhyuk_v7	sr_reinf	inhyuk_v7
