game	seed	map	left	right	winner
1	1905922463	225/19	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
2	1010624271	185/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
3	75027012	195/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
4	2040128082	217/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
5	1876910278	243/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
6	1620121170	235/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
7	1011823018	205/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
8	2012418138	235/15	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
9	1182131700	231/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
10	1041915294	217/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
11	10689130	181/13	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
12	2213728681	223/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
13	1544613042	219/17	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
14	2077431231	193/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
15	114338693	201/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
16	211822879	221/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
17	194542290	233/15	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp
18	3115229190	237/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
19	217929638	195/13	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp
20	238313501	219/17	/home/jinyoung/shared/TEAM/round_14_1415/inhyuk_v6.cpp	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/bots/babsang.cpp
