game	seed	map	left	right	winner
1	106248344	181/17	jyp_v2	inhyuk_v2	inhyuk_v2
2	43578619	183/15	inhyuk_v2	jyp_v2	inhyuk_v2
3	3005618252	185/17	jyp_v2	inhyuk_v2	jyp_v2
4	131121969	187/13	inhyuk_v2	jyp_v2	jyp_v2
5	3230310613	189/15	jyp_v2	inhyuk_v2	jyp_v2
6	43104526	191/15	inhyuk_v2	jyp_v2	DRAW
7	69317163	193/13	jyp_v2	inhyuk_v2	inhyuk_v2
8	2618032240	195/15	inhyuk_v2	jyp_v2	jyp_v2
9	2448625542	197/15	jyp_v2	inhyuk_v2	DRAW
10	1444630967	199/17	inhyuk_v2	jyp_v2	inhyuk_v2
11	391810179	201/17	jyp_v2	inhyuk_v2	jyp_v2
12	1337432256	203/15	inhyuk_v2	jyp_v2	inhyuk_v2
13	835529220	205/15	jyp_v2	inhyuk_v2	inhyuk_v2
14	531922943	207/17	inhyuk_v2	jyp_v2	jyp_v2
15	2873422312	209/15	jyp_v2	inhyuk_v2	DRAW
16	496018114	211/15	inhyuk_v2	jyp_v2	jyp_v2
17	2825025800	213/15	jyp_v2	inhyuk_v2	inhyuk_v2
18	89806901	215/17	inhyuk_v2	jyp_v2	inhyuk_v2
19	6019876	217/15	jyp_v2	inhyuk_v2	jyp_v2
20	1741723792	219/15	inhyuk_v2	jyp_v2	inhyuk_v2
21	201223924	221/15	jyp_v2	inhyuk_v2	inhyuk_v2
22	1293330232	223/15	inhyuk_v2	jyp_v2	jyp_v2
23	300992579	225/19	jyp_v2	inhyuk_v2	inhyuk_v2
24	1247017830	227/15	inhyuk_v2	jyp_v2	DRAW
25	256271324	229/19	jyp_v2	inhyuk_v2	DRAW
26	1521928153	231/17	inhyuk_v2	jyp_v2	jyp_v2
27	2125524040	233/17	jyp_v2	inhyuk_v2	inhyuk_v2
28	21393806	235/19	inhyuk_v2	jyp_v2	jyp_v2
29	475410629	237/19	jyp_v2	inhyuk_v2	inhyuk_v2
30	140115023	239/19	inhyuk_v2	jyp_v2	inhyuk_v2
31	29938567	241/17	jyp_v2	inhyuk_v2	DRAW
