when	user	A	B	games	jobs	map	seed_base	A_win	B_win	draw	err	A_rate	se_pp	runid
2026-08-29T14:43:57	jinsu	sr_faster	inhyuk_v6	105	6	sweep(N=181..249)	-	3	102	0	0	0.029	1.6	20260829T144349-jinsu-884168
2026-08-29T14:44:03	jinyoung	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jyp_v4.cpp	20	6	random	-	19	1	0	0	0.950	4.9	20260829T144357-jinyoung-928427
2026-08-29T14:44:05	jinsu	sr_reinf_str2	inhyuk_v6	105	6	sweep(N=181..249)	-	32	73	0	0	0.305	4.5	20260829T144357-jinsu-928661
2026-08-29T14:44:10	jinyoung	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/sehyeon_v3.cpp	20	6	random	-	17	3	0	0	0.850	8.0	20260829T144403-jinyoung-963152
2026-08-29T14:44:13	jinyoung	/home/jinyoung/bots/babsang.cpp	/home/jinyoung/shared/TEAM/round_13_1400/jinsu_rush.cpp	20	6	random	-	0	20	0	0	0.000	0.0	20260829T144410-jinyoung-994824
2026-08-29T14:44:14	jinsu	sr_pick2_reinf	inhyuk_v6	105	6	sweep(N=181..249)	-	23	82	0	0	0.219	4.0	20260829T144405-jinsu-970008
2026-08-29T14:44:24	jinsu	sr_reinf_hw0	inhyuk_v6	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T144414-jinsu-1018006
2026-08-29T14:45:21	jinsu	sr_reinf	inhyuk_v6	105	6	sweep(N=181..249)	-	33	72	0	0	0.314	4.5	20260829T144514-jinsu-1070556
2026-08-29T14:45:26	jinsu	sr_wave3	inhyuk_v6	105	6	sweep(N=181..249)	-	17	88	0	0	0.162	3.6	20260829T144521-jinsu-1098563
2026-08-29T14:45:33	jinsu	sr_wave4	inhyuk_v6	105	6	sweep(N=181..249)	-	13	92	0	0	0.124	3.2	20260829T144527-jinsu-1115718
2026-08-29T14:46:07	jinsu	sr6_reinf	inhyuk_v6	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T144601-jinsu-1233667
2026-08-29T14:46:19	jinsu	sr_reinf	inhyuk_v6	210	6	sweep(N=181..249)	-	80	130	0	0	0.381	3.4	20260829T144607-jinsu-1257162
2026-08-29T14:46:21	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_14_1415/inhyuk_v6.cpp	210	4	sweep(N=181..249)	-	0	203	7	0	0.000	0.0	20260829T144526-inhyeok-1115456
2026-08-29T14:50:06	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_15_1430/jinsu_rush.cpp	70	2	sweep(N=181..249)	-	68	2	0	0	0.971	2.0	20260829T144941-inhyeok-1356529
2026-08-29T14:50:46	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_14_1415/inhyuk_v6.cpp	140	2	sweep(N=181..249)	-	0	139	1	0	0.000	0.0	20260829T144941-inhyeok-1356477
2026-08-29T14:54:29	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_14_1415/sehyeon_v3.cpp	70	2	sweep(N=181..249)	-	23	21	26	0	0.523	7.5	20260829T145343-inhyeok-1512205
2026-08-29T14:55:02	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_14_1415/inhyuk_v6.cpp	140	2	sweep(N=181..249)	-	13	24	103	0	0.351	7.8	20260829T145343-inhyeok-1512200
2026-08-29T14:55:26	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_15_1430/jinsu_rush.cpp	70	2	sweep(N=181..249)	-	63	7	0	0	0.900	3.6	20260829T145507-inhyeok-1677366
2026-08-29T14:55:46	inhyeok	/home/inhyeok/work/inhyuk_v7_candidate.cpp	TEAM/round_14_1415/inhyuk_v6.cpp	70	2	sweep(N=181..249)	-	6	9	55	0	0.400	12.6	20260829T145507-inhyeok-1677345
2026-08-29T14:58:22	jinyoung	134558	inhyuk_v6	105	6	sweep(N=181..249)	-	56	13	36	0	0.812	4.7	20260829T145801-jinyoung-1783298
2026-08-29T14:58:43	jinyoung	134558	inhyuk_v7_candidate	105	6	sweep(N=181..249)	-	50	24	31	0	0.676	5.4	20260829T145822-jinyoung-1863812
2026-08-29T14:58:53	jinyoung	134558	rush	105	6	sweep(N=181..249)	-	93	12	0	0	0.886	3.1	20260829T145843-jinyoung-1944072
2026-08-29T14:59:13	jinyoung	134558	sehyeon_v3	105	6	sweep(N=181..249)	-	66	14	25	0	0.825	4.2	20260829T145853-jinyoung-2005136
2026-08-29T14:59:18	jinyoung	134558	sr_reinf	105	6	sweep(N=181..249)	-	64	41	0	0	0.610	4.8	20260829T145913-jinyoung-2083491
2026-08-29T14:59:39	jinyoung	inhyuk_v7_candidate	inhyuk_v6	105	6	sweep(N=181..249)	-	13	22	70	0	0.371	8.2	20260829T145918-jinyoung-2109736
2026-08-29T14:59:49	jinyoung	inhyuk_v7_candidate	rush	105	6	sweep(N=181..249)	-	93	10	2	0	0.903	2.9	20260829T145939-jinyoung-2192687
2026-08-29T15:00:09	jinyoung	inhyuk_v7_candidate	sehyeon_v3	105	6	sweep(N=181..249)	-	36	22	47	0	0.621	6.4	20260829T145949-jinyoung-2256723
2026-08-29T15:00:15	jinyoung	inhyuk_v7_candidate	sr_reinf	105	6	sweep(N=181..249)	-	67	38	0	0	0.638	4.7	20260829T150009-jinyoung-2337274
2026-08-29T15:00:57	jinyoung	inhyuk_v7	134558	105	6	sweep(N=181..249)	-	21	56	28	0	0.273	5.1	20260829T150037-jinyoung-2368525
2026-08-29T15:01:19	jinyoung	inhyuk_v7	inhyuk_v6	105	6	sweep(N=181..249)	-	13	13	79	0	0.500	9.8	20260829T150057-jinyoung-2448269
2026-08-29T15:01:29	jinyoung	inhyuk_v7	rush	105	6	sweep(N=181..249)	-	96	9	0	0	0.914	2.7	20260829T150119-jinyoung-2532279
2026-08-29T15:01:49	jinyoung	inhyuk_v7	sehyeon_v3	105	6	sweep(N=181..249)	-	32	40	33	0	0.444	5.9	20260829T150129-jinyoung-2592788
2026-08-29T15:01:55	jinyoung	inhyuk_v7	sr_reinf	105	6	sweep(N=181..249)	-	55	50	0	0	0.524	4.9	20260829T150149-jinyoung-2673260
2026-08-29T15:03:21	jinyoung	inhyuk_v7	sr_reinf	105	6	sweep(N=181..249)	-	68	37	0	0	0.648	4.7	20260829T150316-jinyoung-2707203
2026-08-29T15:05:21	inhyeok	/home/inhyeok/work/inhyuk_v7_round17_tuned_wrapper.cpp	TEAM/round_16_1445/inhyuk_v7.cpp	350	4	sweep(N=181..249)	817000	185	73	92	0	0.717	2.8	20260829T150341-inhyeok-2737375
2026-08-29T15:12:01	inhyeok	TEAM/round_17_1500/inhyuk_v8.cpp	TEAM/round_17_1500/sehyeon7.cpp	350	4	sweep(N=181..249)	817350	38	72	240	0	0.345	4.5	20260829T151014-inhyeok-3010176
2026-08-29T15:12:44	jinsu	mass15	inhyuk_v6	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T151234-jinsu-3369815
2026-08-29T15:12:54	jinsu	mass30	inhyuk_v6	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T151244-jinsu-3441683
2026-08-29T15:13:46	inhyeok	TEAM/round_16_1445/inhyuk_v7.cpp	TEAM/round_17_1500/sehyeon7.cpp	350	4	sweep(N=181..249)	817350	64	181	105	0	0.261	2.8	20260829T151208-inhyeok-3293662
2026-08-29T15:16:04	jinsu	mass15	inhyuk_v6	105	6	sweep(N=181..249)	-	1	104	0	0	0.010	0.9	20260829T151555-jinsu-3668529
2026-08-29T15:16:14	jinsu	mass30	inhyuk_v6	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T151604-jinsu-3725969
2026-08-29T15:16:19	jinsu	sr_reinf	inhyuk_v6	105	6	sweep(N=181..249)	-	40	65	0	0	0.381	4.7	20260829T151614-jinsu-3784441
2026-08-29T15:41:46	jinsu	moe_v7	inhyuk_v7	315	6	sweep(N=181..249)	-	122	94	99	0	0.565	3.4	20260829T154042-jinsu-3831324
2026-08-29T15:44:03	jinsu	moe_v7	sehyeon7	315	6	sweep(N=181..249)	-	88	154	73	0	0.364	3.1	20260829T154300-jinsu-4073708
2026-08-29T15:45:13	jinsu	inhyuk_v7	sehyeon7	315	6	sweep(N=181..249)	-	52	183	80	0	0.221	2.7	20260829T154413-jinsu-117762
2026-08-29T15:48:19	jinsu	sehyeon7_tuned	sehyeon7	105	6	sweep(N=181..249)	-	30	44	31	0	0.405	5.7	20260829T154751-jinsu-358487
2026-08-29T15:54:34	jinsu	v7_base	sr_reinf	105	6	sweep(N=181..249)	-	62	43	0	0	0.590	4.8	20260829T155426-jinsu-445560
2026-08-29T15:54:39	jinsu	v7_fix	sr_reinf	105	6	sweep(N=181..249)	-	67	38	0	0	0.638	4.7	20260829T155434-jinsu-473409
2026-08-29T15:56:15	jinyoung	../TEAM/round_17_1500/inhyuk_v7.cpp	../TEAM/round_17_1500/inhyuk_v8.cpp	100	6	sweep(N=181..249)	-	16	47	37	0	0.254	5.5	20260829T155551-jinyoung-503602
2026-08-29T15:57:13	jinsu	inhyuk_v8	inhyuk_v7	105	6	sweep(N=181..249)	-	54	16	35	0	0.771	5.0	20260829T155645-jinsu-581365
2026-08-29T15:58:30	jinsu	inhyuk_v8	sr_reinf	105	6	sweep(N=181..249)	-	64	41	0	0	0.610	4.8	20260829T155823-jinsu-664225
2026-08-29T15:58:36	jinsu	inhyuk_v7	sr_reinf	105	6	sweep(N=181..249)	-	66	39	0	0	0.629	4.7	20260829T155830-jinsu-693016
2026-08-29T15:58:39	jinyoung	../TEAM/round_17_1500/inhyuk_v8.cpp	../TEAM/round_17_1500/sr_reinf.cpp	100	6	sweep(N=181..249)	-	54	46	0	0	0.540	5.0	20260829T155832-jinyoung-704895
2026-08-29T15:59:53	jinsu	inhyuk_v8	/srv/nypc/TEAM/vs/babsang.cpp	105	6	sweep(N=181..249)	-	28	77	0	0	0.267	4.3	20260829T155939-jinsu-751892
2026-08-29T16:00:05	jinsu	inhyuk_v7	/srv/nypc/TEAM/vs/babsang.cpp	105	6	sweep(N=181..249)	-	34	70	1	0	0.327	4.6	20260829T155953-jinsu-812354
2026-08-29T16:01:48	jinsu	inhyuk_v8	/srv/nypc/TEAM/vs/babsang.cpp	6	3	sweep(N=181..249)	-	0	6	0	0	0.000	0.0	20260829T160147-jinsu-874389
2026-08-29T16:03:04	jinsu	inhyuk_v8	babsang	105	6	sweep(N=181..249)	-	32	73	0	0	0.305	4.5	20260829T160252-jinsu-878880
2026-08-29T16:03:16	jinsu	inhyuk_v7	babsang	105	6	sweep(N=181..249)	-	33	72	0	0	0.314	4.5	20260829T160304-jinsu-939868
2026-08-29T16:03:33	jinsu	sehyeon7	babsang	105	6	sweep(N=181..249)	-	38	67	0	0	0.362	4.7	20260829T160316-jinsu-1003093
2026-08-29T16:04:25	jinsu	babsang	sr_reinf	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T160421-jinsu-1068147
2026-08-29T16:04:30	jinsu	babsang	staged_rush	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T160425-jinsu-1077846
2026-08-29T16:04:35	jinsu	babsang	rush	105	6	sweep(N=181..249)	-	0	105	0	0	0.000	0.0	20260829T160430-jinsu-1088963
2026-08-29T16:04:45	jinsu	babsang	rush	4	2	sweep(N=181..249)	-	0	4	0	0	0.000	0.0	20260829T160445-jinsu-1098914
2026-08-29T16:06:26	jinsu	inhyuk_v8	r15_sub	105	6	sweep(N=181..249)	-	46	29	30	0	0.613	5.6	20260829T160602-jinsu-1099843
2026-08-29T16:06:48	jinsu	inhyuk_v7	r15_sub	105	6	sweep(N=181..249)	-	13	25	67	0	0.342	7.7	20260829T160626-jinsu-1179960
2026-08-29T16:07:09	jinsu	sehyeon7	r15_sub	105	6	sweep(N=181..249)	-	54	20	31	0	0.730	5.2	20260829T160648-jinsu-1263784
2026-08-29T16:07:14	jinsu	r15_sub	sr_reinf	105	6	sweep(N=181..249)	-	67	38	0	0	0.638	4.7	20260829T160709-jinsu-1344427
2026-08-29T16:07:26	jinsu	r15_sub	babsang	105	6	sweep(N=181..249)	-	27	76	2	0	0.262	4.3	20260829T160714-jinsu-1369278
2026-08-29T16:10:04	jinsu	sehyeon7	sr_reinf	105	6	sweep(N=181..249)	-	70	35	0	0	0.667	4.6	20260829T161000-jinsu-1432586
2026-08-29T16:11:18	jinsu	sehyeon7	staged_rush	105	6	sweep(N=181..249)	-	77	26	2	0	0.748	4.3	20260829T161109-jinsu-1458812
2026-08-29T16:11:27	jinsu	sehyeon7	rush	105	6	sweep(N=181..249)	-	91	14	0	0	0.867	3.3	20260829T161118-jinsu-1521324
