battle_id	game	opponent	opp_perf	outcome	side	pgn_result	log
678511	1	윤호와 함께 춤을	1970	WIN	RIGHT	0-1	battle_678511_g1_right.log
678496	1	역대급 물로켓	1800	WIN	RIGHT	0-1	battle_678496_g1_right.log
678361	1	AI 바보들	1770	WIN	RIGHT	0-1	battle_678361_g1_right.log
678301	1	0262	1740	WIN	RIGHT	0-1	battle_678301_g1_right.log
678427	1	봇이지 뭐	1710	WIN	RIGHT	0-1	battle_678427_g1_right.log
678522	1	C_4=K_{2,2}	1710	WIN	RIGHT	0-1	battle_678522_g1_right.log
678477	1	Dorillas	1590	WIN	RIGHT	0-1	battle_678477_g1_right.log
678412	1	모지리들	1540	WIN	RIGHT	0-1	battle_678412_g1_right.log
678322	1	thanhchauns2	1420	WIN	RIGHT	0-1	battle_678322_g1_right.log
678527	1	Decagrammaton	1380	WIN	LEFT	1-0	battle_678527_g1_left.log
678396	1	안녕하세요민이입니다잘부탁드립니다	1330	WIN	RIGHT	0-1	battle_678396_g1_right.log
678529	1	deepsick	1240	WIN	LEFT	1-0	battle_678529_g1_left.log
678441	1	예쁜 말 고운 말 - 1558	1100	WIN	RIGHT	0-1	battle_678441_g1_right.log
678517	1	Ferris	990	WIN	RIGHT	0-1	battle_678517_g1_right.log
678504	1	캥캥캥캥캥캥	790	WIN	RIGHT	0-1	battle_678504_g1_right.log
678528	1	DeepRed	740	WIN	LEFT	1-0	battle_678528_g1_left.log
678342	1	돌	2240	DRAW	RIGHT	1/2-1/2	battle_678342_g1_right.log
678466	1	Re:Entropy	1650	DRAW	RIGHT	1/2-1/2	battle_678466_g1_right.log
678530	1	NEXT NATION	2160	LOSS	LEFT	0-1	battle_678530_g1_left.log
678454	1	빔앤권	2050	LOSS	RIGHT	1-0	battle_678454_g1_right.log
678487	1	고양이와 집사	1860	LOSS	RIGHT	1-0	battle_678487_g1_right.log
678379	1	따뜻한밥상	1650	LOSS	RIGHT	1-0	battle_678379_g1_right.log
